CustomerKey,Prefix,FirstName,LastName,BirthDate,MaritalStatus,Gender,AnnualIncome
18557,MRS.,BAILEY,LOPEZ,3/20/1971,M,F,"$60,000 "
18558,MRS.,ALEXANDRA,PRICE,9/22/1971,M,F,"$60,000 "
18559,MR.,LUCAS,ADAMS,12/17/1971,M,M,"$60,000 "
18560,MRS.,ANNA,MILLER,11/2/1971,M,F,"$70,000 "
18561,MRS.,CAROL,TORRES,7/19/1971,S,F,"$70,000 "
18562,MRS.,MARY,WRIGHT,6/16/1969,M,F,"$60,000 "
18563,MR.,EVAN,SANCHEZ,6/8/1969,M,M,"$60,000 "
18564,MR.,JOHN,MOORE,5/7/1967,S,M,"$40,000 "
18565,MR.,DALTON,BRYANT,3/15/1970,M,M,"$60,000 "
18566,MR.,BRYCE,PETERSON,9/17/1970,M,M,"$70,000 "
18567,MRS.,MADISON,BARNES,1/4/1967,S,F,"$50,000 "
18568,MRS.,MYA,BENNETT,6/20/1967,S,F,"$50,000 "
18569,MS.,EMMA,BRYANT,4/5/1966,M,F,"$60,000 "
18570,MR.,MASON,PETERSON,4/22/1966,S,M,"$60,000 "
18571,MR.,CAMERON,KUMAR,11/6/1966,S,M,"$60,000 "
18572,MS.,DANIELLE,WATSON,11/16/1966,M,F,"$60,000 "
18573,MS.,ANDREA,PHILLIPS,6/17/1966,M,F,"$60,000 "
18574,MS.,KAITLYN,TAYLOR,10/20/1966,M,F,"$60,000 "
18575,MS.,ERIN,STEWART,10/14/1966,M,F,"$60,000 "
18576,MS.,EMILY,COLEMAN,7/16/1966,M,F,"$60,000 "
18577,MS.,ISABELLE,WINSTON,6/22/1966,M,F,"$60,000 "
18578,MR.,PATRICK,ROGERS,6/13/1966,S,M,"$70,000 "
18579,MR.,WILLIAM,BROWN,3/15/1966,M,M,"$70,000 "
18580,MRS.,EMMA,ANDERSON,10/10/1969,M,F,"$60,000 "
18581,MRS.,MELINDA,DOMINGUEZ,6/8/1969,S,F,"$70,000 "
18582,MR.,BRYAN,MORGAN,1/25/1969,M,M,"$70,000 "
18583,MR.,LUIS,KUMAR,7/17/1969,S,M,"$70,000 "
18584,MRS.,HALEY,EVANS,1/20/1969,M,F,"$70,000 "
18585,MRS.,KATHERINE,BLUE,8/27/1969,M,F,"$70,000 "
18586,MR.,BENJAMIN,PATTERSON,8/22/1969,S,M,"$80,000 "
18587,MS.,MONICA,ARUN,8/4/1965,S,F,"$40,000 "
18588,MS.,ISABELLA,ROGERS,11/18/1965,S,F,"$40,000 "
18589,MS.,ANNA,STEWART,7/5/1965,S,F,"$40,000 "
18590,MRS.,VALERIE,SUN,9/23/1965,S,F,"$80,000 "
18591,MR.,EDUARDO,NELSON,5/12/1965,M,M,"$80,000 "
18592,MRS.,MACKENZIE,EVANS,9/9/1965,S,F,"$80,000 "
18593,MRS.,SYDNEY,MARTINEZ,7/3/1965,S,F,"$80,000 "
18594,MRS.,KRISTI,GARCIA,10/21/1965,S,F,"$80,000 "
18595,MR.,MARCUS,HERNANDEZ,2/6/1965,S,M,"$80,000 "
18596,MS.,GABRIELLA,COOPER,6/13/1965,S,F,"$60,000 "
18597,MS.,ISABEL,PERRY,6/27/1965,M,F,"$60,000 "
18598,MR.,NORIMICHI,YONEKURA,3/19/1964,S,M,"$40,000 "
18599,MR.,KYLE,SIMMONS,4/8/1964,S,M,"$40,000 "
18600,MRS.,ASHLEY,GONZALES,11/13/1964,M,F,"$60,000 "
18601,MRS.,CYNTHIA,GARCIA,4/26/1964,S,F,"$60,000 "
18602,MR.,PATRICK,RAMIREZ,11/18/1964,M,M,"$60,000 "
18603,MRS.,GABRIELLE,HENDERSON,3/12/1964,S,F,"$60,000 "
18604,MRS.,PAIGE,ALEXANDER,5/22/1964,M,F,"$60,000 "
18605,MR.,DAVID,WRIGHT,11/16/1964,S,M,"$60,000 "
18606,MR.,WYATT,GREEN,10/25/1964,S,M,"$60,000 "
18607,MRS.,KATHERINE,TAYLOR,6/13/1964,S,F,"$60,000 "
18608,MR.,IAN,PHILLIPS,4/17/1964,M,M,"$60,000 "
18609,MRS.,ALYSSA,COOK,6/14/1964,M,F,"$60,000 "
18610,MRS.,BAILEY,RIVERA,1/11/1963,S,F,"$70,000 "
18611,MRS.,TAYLOR,FOSTER,8/28/1963,M,F,"$70,000 "
18612,MS.,ALYSSA,FLORES,11/19/1968,S,F,"$70,000 "
18613,MR.,CODY,MURPHY,11/14/1968,S,M,"$70,000 "
18614,MR.,SETH,WRIGHT,5/15/1968,S,M,"$70,000 "
18615,MR.,CHARLES,PETERSON,3/13/1963,S,M,"$70,000 "
18616,MR.,SPENCER,BUTLER,2/5/1963,S,M,"$60,000 "
18617,MR.,CARLOS,LOPEZ,8/3/1963,S,M,"$60,000 "
18618,MR.,MITCHELL,RAI,11/20/1972,S,M,"$10,000 "
18619,MR.,DOMINIC,MEHTA,3/4/1973,M,M,"$40,000 "
18620,MR.,RANDALL,NAVARRO,7/18/1973,S,M,"$40,000 "
18621,MS.,CASSANDRA,PRASAD,10/18/1973,S,F,"$40,000 "
18622,MR.,BYRON,RUBIO,11/17/1972,S,M,"$20,000 "
18623,MS.,ANNE,TORRES,9/6/1972,M,F,"$20,000 "
18624,MR.,JAY,PEREZ,11/4/1972,S,M,"$30,000 "
18625,MR.,DERRICK,MORENO,6/13/1972,S,M,"$30,000 "
18626,MR.,TONY,PAL,9/8/1972,S,M,"$40,000 "
18627,MRS.,KRISTINE,GOMEZ,9/9/1972,S,F,"$40,000 "
18628,MS.,SUZANNE,YANG,9/15/1971,S,F,"$10,000 "
18629,MR.,MARTIN,SRINI,2/22/1971,S,M,"$20,000 "
18630,MS.,PRISCILLA,SHE,2/20/1971,S,F,"$20,000 "
18631,MS.,CARLY,SHAN,1/5/1971,S,F,"$20,000 "
18632,MR.,RUSSELL,TANG,10/9/1971,S,M,"$20,000 "
18633,MR.,ADAM,JENKINS,9/24/1971,M,M,"$30,000 "
18634,MS.,VERONICA,ARUN,12/14/1971,S,F,"$30,000 "
18635,MRS.,TONI,MARTINEZ,8/21/1971,S,F,"$40,000 "
18637,MR.,THOMAS,SHARMA,12/7/1975,S,M,"$40,000 "
18638,MRS.,ALYSSA,THOMPSON,6/9/1974,S,F,"$40,000 "
18639,MRS.,MARIA,SCOTT,9/8/1974,S,F,"$40,000 "
18640,MR.,ISAAC,JAMES,6/21/1974,M,M,"$30,000 "
18641,MR.,CAMERON,GARCIA,11/12/1975,S,M,"$40,000 "
18642,MRS.,BRIANNA,THOMPSON,3/20/1975,S,F,"$40,000 "
18643,MR.,JOSHUA,THOMAS,6/25/1931,M,M,"$110,000 "
18644,MS.,CARRIE,RUIZ,2/15/1966,S,F,"$60,000 "
18645,MR.,JORDAN,BRYANT,3/21/1966,M,M,"$60,000 "
18646,MR.,BLAKE,ADAMS,3/12/1966,M,M,"$60,000 "
18647,MRS.,CHRISTY,HUANG,6/19/1953,S,F,"$20,000 "
18648,MRS.,HAILEY,TORRES,6/15/1954,M,F,"$30,000 "
18649,MR.,JACKSON,PATTERSON,8/14/1955,S,M,"$30,000 "
18650,MR.,KYLE,FLORES,2/3/1955,S,M,"$30,000 "
18651,MR.,ISAIAH,MITCHELL,5/6/1955,M,M,"$30,000 "
18652,MRS.,MEREDITH,DIAZ,9/4/1955,M,F,"$30,000 "
18653,MR.,EMMANUEL,MADAN,4/9/1955,M,M,"$30,000 "
18654,MR.,THOMAS,LOPEZ,6/18/1955,M,M,"$40,000 "
18655,MR.,ERIC,DIAZ,10/9/1955,M,M,"$40,000 "
18656,MR.,CHARLES,CLARK,4/24/1956,S,M,"$30,000 "
18657,MR.,ALEX,MORGAN,11/23/1956,M,M,"$30,000 "
18658,MR.,DALTON,TURNER,8/5/1956,M,M,"$30,000 "
18659,MRS.,JASMINE,THOMPSON,6/3/1956,M,F,"$40,000 "
18660,MRS.,CRISTINA,ANAND,10/23/1956,M,F,"$40,000 "
18661,MR.,DANIEL,WALKER,12/1/1957,M,M,"$30,000 "
18662,MR.,KYLE,SHARMA,11/17/1957,M,M,"$30,000 "
18663,MR.,JASON,FLORES,3/24/1957,M,M,"$30,000 "
18664,MR.,ROBERT,LONG,2/18/1957,M,M,"$30,000 "
18665,MRS.,OLIVIA,BROOKS,4/24/1957,M,F,"$30,000 "
18666,MRS.,JORDYN,HENDERSON,11/12/1957,S,F,"$30,000 "
18667,MRS.,KELLI,MA,5/12/1957,S,F,"$30,000 "
18668,MR.,BRIAN,SANDERS,5/17/1957,M,M,"$30,000 "
18669,MR.,ADAM,GRIFFIN,12/12/1958,M,M,"$40,000 "
18670,MRS.,MELANIE,BRYANT,7/4/1958,M,F,"$40,000 "
18671,MRS.,MELANIE,KELLY,10/13/1958,M,F,"$80,000 "
18672,MR.,ANTHONY,LEWIS,10/7/1958,M,M,"$80,000 "
18673,MR.,JAMES,GREEN,8/25/1958,M,M,"$80,000 "
18674,MRS.,ISABELLE,BENNETT,3/20/1958,S,F,"$80,000 "
18675,MRS.,ABIGAIL,MARTIN,5/7/1959,M,F,"$60,000 "
18676,MR.,JESSE,YOUNG,3/7/1959,M,M,"$60,000 "
18677,MR.,LOGAN,SHAN,5/8/1959,M,M,"$60,000 "
18678,MR.,SEAN,WATSON,11/9/1959,S,M,"$60,000 "
18679,MR.,SETH,WOOD,7/26/1972,S,M,"$50,000 "
18680,MR.,DAVID,SHAN,11/3/1973,M,M,"$40,000 "
18681,MRS.,JACQUELINE,GRIFFIN,10/21/1973,M,F,"$40,000 "
18682,MRS.,EMILY,BENNETT,7/8/1973,M,F,"$40,000 "
18683,MR.,ROBERT,WALKER,8/23/1973,M,M,"$40,000 "
18684,MRS.,MAKAYLA,WATSON,9/4/1973,M,F,"$60,000 "
18685,MR.,SEAN,ROGERS,5/28/1971,M,M,"$60,000 "
18686,MR.,LOGAN,COLEMAN,10/13/1971,S,M,"$60,000 "
18687,MRS.,OLIVIA,SMITH,1/20/1971,M,F,"$60,000 "
18688,MR.,ANTONIO,BARNES,1/10/1958,M,M,"$70,000 "
18689,MR.,MIGUEL,MILLER,7/1/1958,M,M,"$80,000 "
18690,MR.,CARLOS,RIVERA,4/8/1929,M,M,"$40,000 "
18691,MRS.,CLAUDIA,ZHENG,3/24/1969,M,F,"$90,000 "
18692,MR.,PRESTON,MEHTA,2/10/1969,M,M,"$90,000 "
18693,MRS.,ANN,SUBRAM,6/19/1969,S,F,"$90,000 "
18694,MR.,DERRICK,GOMEZ,7/21/1969,M,M,"$90,000 "
18695,MR.,AARON,DIAZ,11/4/1969,M,M,"$90,000 "
18696,MRS.,MINDY,BLACK,9/24/1969,M,F,"$100,000 "
18697,MRS.,TARA,LAL,6/4/1968,S,F,"$60,000 "
18698,MRS.,JACLYN,CHANDE,7/6/1968,S,F,"$60,000 "
18699,MR.,BLAKE,GRIFFIN,10/17/1968,M,M,"$60,000 "
18700,MR.,ERNEST,ZHAO,10/6/1968,S,M,"$60,000 "
18701,MR.,KENNETH,LAL,8/2/1968,S,M,"$60,000 "
18702,MRS.,ADRIANA,SMITH,4/8/1968,S,F,"$60,000 "
18703,MR.,VINCENT,HUANG,9/10/1967,S,M,"$60,000 "
18704,MRS.,LACEY,GOEL,2/21/1967,M,F,"$70,000 "
18705,MR.,KARL,GOEL,8/28/1967,M,M,"$70,000 "
18706,MR.,DARRYL,ZHENG,5/19/1969,S,M,"$110,000 "
18707,MR.,MARSHALL,SHE,4/28/1969,M,M,"$110,000 "
18709,MR.,DARREN,HERNANDEZ,6/6/1969,M,M,"$130,000 "
18710,MR.,RICARDO,XIE,8/21/1969,M,M,"$130,000 "
18711,MRS.,EMMA,DIAZ,5/14/1967,S,F,"$70,000 "
18712,MR.,GLENN,GUO,8/10/1966,M,M,"$80,000 "
18713,MRS.,ROSA,YANG,11/15/1966,M,F,"$80,000 "
18714,MR.,FRANCISCO,LOPEZ,8/15/1966,M,M,"$80,000 "
18715,MR.,RAFAEL,RAI,9/25/1965,M,M,"$60,000 "
18716,MR.,SETH,CAMPBELL,8/1/1968,M,M,"$70,000 "
18717,MS.,CASSANDRA,SURI,1/21/1965,M,F,"$70,000 "
18718,MS.,SUSAN,LIU,6/10/1965,S,F,"$70,000 "
18719,MR.,ALBERTO,SUAREZ,10/20/1964,M,M,"$60,000 "
18720,MRS.,TAYLOR,MILLER,12/28/1963,M,F,"$60,000 "
18721,MR.,ANDY,GOMEZ,6/5/1963,S,M,"$60,000 "
18722,MR.,JONATHON,NAVARRO,7/19/1963,S,M,"$60,000 "
18723,MRS.,LACEY,MA,5/19/1963,S,F,"$60,000 "
18724,MRS.,DENISE,FERNANDEZ,11/6/1967,M,F,"$80,000 "
18725,MRS.,DENISE,KAPOOR,10/9/1967,S,F,"$90,000 "
18726,MRS.,KATRINA,ANAND,3/2/1962,S,F,"$60,000 "
18727,MRS.,HAILEY,HERNANDEZ,10/10/1961,S,F,"$60,000 "
18728,MR.,ROGER,LUO,4/20/1966,M,M,"$100,000 "
18729,MR.,EVAN,PARKER,4/6/1960,S,M,"$60,000 "
18731,MR.,BRETT,MALHOTRA,7/2/1959,S,M,"$90,000 "
18732,MR.,ZACHARY,JAI,5/19/1932,M,M,"$30,000 "
18733,MR.,RAFAEL,GAO,10/23/1965,S,M,"$70,000 "
18734,MS.,BARBARA,ASHE,5/14/1964,S,F,"$70,000 "
18735,MS.,LATASHA,MORENO,10/20/1964,S,F,"$70,000 "
18736,MRS.,ASHLEY,PATTERSON,6/13/1959,S,F,"$90,000 "
18737,,RICKY,GOMEZ,7/21/1959,S,NA,"$100,000 "
18738,MS.,TAMARA,LUO,4/12/1963,S,F,"$70,000 "
18739,MRS.,CHRISTY,PAL,6/27/1961,M,F,"$60,000 "
18740,MR.,ADAM,HILL,9/4/1958,M,M,"$80,000 "
18741,MR.,EDGAR,MARTINEZ,1/23/1936,M,M,"$30,000 "
18742,MR.,DON,GUO,6/18/1960,M,M,"$70,000 "
18743,MR.,GLENN,XU,10/11/1960,M,M,"$70,000 "
18744,MRS.,APRIL,RAJE,7/27/1960,M,F,"$70,000 "
18745,MRS.,BROOKE,JAMES,10/18/1957,M,F,"$70,000 "
18746,MR.,REGINALD,ALVAREZ,11/15/1957,S,M,"$70,000 "
18747,MRS.,JACQUELYN,DIAZ,5/9/1956,S,F,"$70,000 "
18748,MRS.,GABRIELLE,STEWART,12/21/1949,M,F,"$10,000 "
18749,MS.,OLIVIA,STEWART,8/14/1976,M,F,"$30,000 "
18750,MS.,ALEXANDRA,PERRY,5/4/1976,M,F,"$30,000 "
18751,MS.,KARI,SCHMIDT,6/3/1976,S,F,"$30,000 "
18752,MS.,SAMANTHA,WALKER,6/27/1975,S,F,"$40,000 "
18753,MR.,JAMES,MOORE,5/19/1975,S,M,"$40,000 "
18754,MS.,ISABELLA,MITCHELL,9/26/1975,S,F,"$40,000 "
18755,MR.,CHRISTOPHER,LEWIS,8/24/1976,S,M,"$40,000 "
18756,MS.,ISABELLA,THOMPSON,5/3/1976,S,F,"$40,000 "
18757,MR.,FREDERICK,SRINI,8/18/1976,M,M,"$40,000 "
18758,MR.,DEVIN,PRICE,3/2/1979,S,M,"$30,000 "
18759,MR.,DEVIN,PHILLIPS,2/11/1978,S,M,"$30,000 "
18760,MS.,MORGAN,WOOD,2/6/1978,M,F,"$30,000 "
18761,MR.,LUIS,WRIGHT,10/6/1978,S,M,"$30,000 "
18762,MS.,ARTHUR,WILSON,5/22/1978,M,F,"$40,000 "
18763,MRS.,JULIE,CHANDER,2/24/1938,M,F,"$40,000 "
18764,MS.,NATALIE,SCOTT,12/24/1977,M,F,"$40,000 "
18765,MR.,NOAH,SHAN,8/18/1977,S,M,"$40,000 "
18766,MR.,FRANCISCO,SAI,1/15/1940,M,M,"$30,000 "
18767,MR.,GARY,ALONSO,12/10/1940,M,M,"$40,000 "
18768,MR.,DALTON,GARCIA,2/23/1942,M,M,"$40,000 "
18769,MRS.,THERESA,DOMINGUEZ,8/3/1943,M,F,"$40,000 "
18770,MR.,AARON,HERNANDEZ,6/5/1976,S,M,"$40,000 "
18771,MR.,ROBERT,GREEN,1/3/1976,S,M,"$40,000 "
18772,MS.,JULIA,HILL,2/12/1976,M,F,"$40,000 "
18773,MS.,CASSIDY,PRICE,7/13/1976,M,F,"$40,000 "
18774,MR.,JUSTIN,FLORES,6/19/1976,S,M,"$60,000 "
18775,MS.,ANDREA,BELL,5/18/1975,M,F,"$40,000 "
18776,MR.,CONNOR,ALLEN,10/6/1975,S,M,"$30,000 "
18777,MR.,RICHARD,CLARK,7/26/1974,S,M,"$30,000 "
18778,MR.,MIGUEL,WASHINGTON,7/8/1974,M,M,"$30,000 "
18779,,JOSE,HILL,4/22/1974,M,NA,"$30,000 "
18780,MR.,EVAN,CARTER,5/9/1973,S,M,"$60,000 "
18781,MR.,HUNTER,LEWIS,4/13/1972,S,M,"$80,000 "
18782,MR.,PATRICK,REED,4/23/1972,M,M,"$80,000 "
18783,MR.,MICHAEL,MARTIN,4/19/1968,S,M,"$80,000 "
18784,MRS.,TRINITY,BROOKS,4/2/1968,M,F,"$90,000 "
18785,MS.,SARA,RIVERA,11/5/1967,S,F,"$110,000 "
18786,MR.,DUSTIN,CHANDE,10/16/1967,S,M,"$120,000 "
18787,MRS.,MYA,WOOD,5/14/1963,M,F,"$80,000 "
18788,MRS.,MADISON,THOMPSON,3/2/1968,S,F,"$90,000 "
18789,MR.,SETH,ROBINSON,4/21/1968,S,M,"$110,000 "
18790,MS.,JULIA,MARTIN,9/26/1979,M,F,"$40,000 "
18791,MS.,MEGAN,BLUE,8/23/1979,S,F,"$40,000 "
18792,MS.,GABRIELLA,PETERSON,8/24/1979,M,F,"$40,000 "
18793,MR.,ANGEL,COX,4/19/1944,M,M,"$20,000 "
18794,MR.,ANDREW,DAVIS,3/20/1979,S,M,"$60,000 "
18795,MR.,NATHAN,ALEXANDER,9/4/1978,S,M,"$40,000 "
18796,MR.,MARVIN,RUIZ,12/6/1947,M,M,"$10,000 "
18797,MR.,EVAN,MURPHY,3/24/1978,S,M,"$40,000 "
18798,MS.,ANDREA,ALLEN,6/13/1978,M,F,"$60,000 "
18799,MR.,JACOB,LEWIS,10/24/1971,M,M,"$60,000 "
18800,MRS.,JENNIFER,PHILLIPS,10/12/1971,M,F,"$60,000 "
18801,MRS.,DAWN,YUAN,3/21/1971,M,F,"$60,000 "
18802,MR.,MARIO,SHEN,10/11/1971,M,M,"$60,000 "
18803,MR.,CEDRIC,ZHENG,11/27/1971,M,M,"$60,000 "
18804,MR.,AARON,GONZALES,5/26/1971,M,M,"$60,000 "
18805,MRS.,TRACY,SIMPSON,6/21/1972,M,F,"$50,000 "
18806,MRS.,KAITLYN,TORRES,9/8/1972,M,F,"$50,000 "
18807,MR.,SPENCER,BENNETT,7/14/1964,S,M,"$130,000 "
18808,MRS.,GABRIELLE,PEREZ,4/26/1956,S,F,"$70,000 "
18809,MR.,JASON,KING,4/8/1956,M,M,"$80,000 "
18810,MR.,CASEY,DOMINGUEZ,6/24/1934,M,M,"$60,000 "
18811,MR.,SAMUEL,PERRY,6/27/1963,M,M,"$80,000 "
18812,MR.,KYLE,ADAMS,4/6/1963,S,M,"$80,000 "
18813,MS.,KRISTY,HERNANDEZ,5/9/1963,S,F,"$90,000 "
18814,MR.,EVAN,ADAMS,7/17/1963,S,M,"$90,000 "
18815,MS.,ABIGAIL,ROGERS,6/16/1963,M,F,"$90,000 "
18816,MS.,TAYLOR,SMITH,6/15/1963,S,F,"$90,000 "
18817,MS.,BRITTANY,RUSSELL,1/14/1963,S,F,"$90,000 "
18818,MR.,LUCAS,TORRES,3/16/1963,M,M,"$130,000 "
18819,MRS.,MIRANDA,BENNETT,4/26/1963,M,F,"$150,000 "
18820,MRS.,ALEXANDRIA,COOK,2/2/1963,M,F,"$160,000 "
18821,MR.,JUAN,MORGAN,12/16/1962,S,M,"$80,000 "
18822,MR.,GREGORY,FERRIER,6/25/1962,M,M,"$90,000 "
18823,MR.,RUSSELL,XU,4/26/1962,S,M,"$110,000 "
18824,MR.,ELIJAH,COLLINS,8/24/1962,M,M,"$120,000 "
18825,MR.,BRANDON,SMITH,9/22/1962,M,M,"$130,000 "
18826,MRS.,ALLISON,STEWART,6/27/1961,M,F,"$70,000 "
18827,MRS.,CARMEN,RAMAN,11/22/1961,S,F,"$80,000 "
18828,MRS.,MORGAN,WRIGHT,2/16/1961,M,F,"$80,000 "
18829,MR.,JACKSON,SIMMONS,3/14/1961,S,M,"$90,000 "
18831,MR.,ANDY,HERNANDEZ,12/28/1961,S,M,"$110,000 "
18832,MR.,DYLAN,JACKSON,8/7/1961,M,M,"$130,000 "
18833,MRS.,MORGAN,BAKER,3/3/1955,M,F,"$60,000 "
18834,MRS.,ANA,FOSTER,10/20/1955,M,F,"$60,000 "
18835,MRS.,ISABELLE,COLEMAN,4/14/1955,S,F,"$60,000 "
18836,MRS.,NICOLE,COOPER,2/14/1955,S,F,"$60,000 "
18837,MRS.,AMANDA,HERNANDEZ,10/13/1955,M,F,"$70,000 "
18838,MRS.,NATALIE,MORRIS,9/13/1955,M,F,"$80,000 "
18839,MR.,DON,LEE,4/13/1955,M,M,"$80,000 "
18840,MRS.,ALEXANDRIA,BARNES,12/19/1955,M,F,"$80,000 "
18841,MRS.,GABRIELLA,CAMPBELL,9/6/1936,M,F,"$40,000 "
18842,MR.,JAMES,GONZALEZ,7/8/1936,S,M,"$40,000 "
18843,MR.,LUIS,PEREZ,1/20/1936,M,M,"$50,000 "
18844,MR.,DALTON,HERNANDEZ,10/14/1936,S,M,"$50,000 "
18845,MRS.,KATHERINE,HUGHES,4/1/1936,M,F,"$60,000 "
18846,MR.,DEB,HUGHES,3/3/1936,S,M,"$60,000 "
18847,MRS.,ARIANA,RICHARDSON,5/11/1936,M,F,"$60,000 "
18848,,CHRISTIAN,HARRIS,5/4/1936,M,NA,"$70,000 "
18849,MRS.,FAITH,FLORES,6/15/1960,S,F,"$100,000 "
18850,MR.,ETHAN,HUGHES,7/13/1960,M,M,"$130,000 "
18851,MR.,DALTON,COOK,10/16/1954,M,M,"$80,000 "
18852,MRS.,ALLISON,SANDERS,7/23/1954,M,F,"$80,000 "
18853,MRS.,JACQUELINE,GRAY,7/14/1954,M,F,"$80,000 "
18854,MR.,HUNTER,TURNER,5/25/1954,M,M,"$60,000 "
18855,MR.,ROBERT,ZHANG,5/22/1954,S,M,"$60,000 "
18856,MR.,THOMAS,GREEN,3/15/1954,M,M,"$60,000 "
18857,MR.,SEBASTIAN,SANDERS,7/4/1954,M,M,"$60,000 "
18858,MR.,MIGUEL,PARKER,5/5/1954,S,M,"$60,000 "
18860,MRS.,SYDNEY,FOSTER,12/17/1954,M,F,"$70,000 "
18861,MRS.,ASHLEY,WOOD,2/22/1954,M,F,"$70,000 "
18862,MR.,LUKE,ZHANG,9/22/1954,M,M,"$70,000 "
18863,MR.,CHARLES,SCOTT,11/14/1954,S,M,"$70,000 "
18864,MR.,ELIJAH,LONG,9/12/1954,M,M,"$70,000 "
18865,MRS.,ASHLEY,HAYES,1/23/1953,M,F,"$60,000 "
18866,MR.,MIGUEL,SCOTT,4/2/1953,M,M,"$60,000 "
18867,MR.,THOMAS,PERRY,9/15/1952,M,M,"$40,000 "
18868,MR.,ADAM,LONG,5/18/1952,S,M,"$40,000 "
18869,MRS.,ASHLEY,FLORES,8/28/1952,M,F,"$40,000 "
18870,MRS.,ANA,BARNES,8/3/1952,M,F,"$40,000 "
18871,MR.,RUBEN,RUBIO,7/14/1937,M,M,"$60,000 "
18872,MR.,MIGUEL,SEVERINO,6/21/1938,M,M,"$60,000 "
18873,MR.,AUSTIN,RODRIGUEZ,11/19/1939,S,M,"$60,000 "
18874,MRS.,JULIA,GREEN,5/7/1939,M,F,"$60,000 "
18875,MR.,DEVIN,WATSON,5/27/1939,M,M,"$60,000 "
18876,MR.,LUKE,CHEN,8/19/1939,M,M,"$70,000 "
18877,MR.,EVAN,HALL,7/6/1940,M,M,"$80,000 "
18878,MRS.,MALLORY,RAMOS,10/19/1940,M,F,"$80,000 "
18879,MR.,GARRETT,MORGAN,9/26/1941,M,M,"$50,000 "
18880,MR.,JARROD,SANCHEZ,3/7/1941,M,M,"$60,000 "
18881,MRS.,KIMBERLY,JAMES,2/7/1941,M,F,"$70,000 "
18882,MR.,DALTON,HAYES,8/3/1941,M,M,"$70,000 "
18883,MR.,JONATHAN,GARCIA,6/7/1977,S,M,"$40,000 "
18884,MR.,BRYAN,REED,6/19/1977,S,M,"$40,000 "
18885,MRS.,CARA,MA,6/24/1948,S,F,"$20,000 "
18886,MR.,DONALD,MCDONALD,12/11/1977,S,M,"$40,000 "
18887,MS.,KARI,HERNANDEZ,5/24/1977,S,F,"$40,000 "
18888,MR.,DEVIN,POWELL,12/18/1977,S,M,"$40,000 "
18889,MS.,KATELYN,MURPHY,3/17/1977,S,F,"$40,000 "
18890,MS.,LAUREN,BLUE,6/2/1977,M,F,"$40,000 "
18891,MS.,MEGAN,JAMES,9/10/1977,M,F,"$40,000 "
18893,MR.,DEVIN,WHITE,6/15/1977,S,M,"$60,000 "
18894,MR.,ERIC,ALLEN,9/21/1977,S,M,"$70,000 "
18896,MR.,JONATHAN,RUSSELL,3/16/1949,M,M,"$20,000 "
18897,MR.,RUSSELL,BLACK,8/7/1949,M,M,"$20,000 "
18898,MRS.,MONICA,CHANDRA,3/14/1950,S,F,"$20,000 "
18899,MR.,GLENN,LIU,4/28/1950,M,M,"$30,000 "
18900,MR.,MATHEW,TORRES,10/8/1950,M,M,"$30,000 "
18901,MR.,CONNOR,SHAN,9/9/1951,S,M,"$20,000 "
18902,MR.,STEVE,CHEN,8/16/1951,M,M,"$30,000 "
18903,MR.,LOUIS,ZENG,11/27/1951,S,M,"$30,000 "
18904,MS.,EMMA,THOMAS,10/13/1980,S,F,"$30,000 "
18905,MR.,SAMUEL,ADAMS,10/3/1979,S,M,"$70,000 "
18906,MRS.,ADRIENNE,GUTIERREZ,4/13/1952,S,F,"$30,000 "
18907,MRS.,PRISCILLA,NARA,5/18/1952,M,F,"$30,000 "
18908,MRS.,KRYSTAL,SUN,8/17/1954,S,F,"$80,000 "
18909,MRS.,JODI,CHAVEZ,6/13/1955,S,F,"$80,000 "
18910,MR.,MARCO,PEREZ,10/28/1975,S,M,"$30,000 "
18911,MR.,ELIJAH,MCDONALD,6/22/1975,S,M,"$30,000 "
18912,MR.,TYLER,WILLIAMS,10/17/1975,M,M,"$40,000 "
18913,MR.,JESSE,STEWART,11/7/1975,M,M,"$40,000 "
18914,MS.,FELICIA,RUIZ,7/16/1975,S,F,"$40,000 "
18915,MS.,SYDNEY,GONZALEZ,1/5/1975,M,F,"$40,000 "
18916,MR.,CHRISTIAN,MOORE,2/3/1974,S,M,"$30,000 "
18917,MR.,JONATHAN,NELSON,3/11/1974,M,M,"$30,000 "
18918,MS.,JACQUELINE,ROSS,12/26/1973,M,F,"$60,000 "
18919,MR.,EDUARDO,HERNANDEZ,11/17/1973,S,M,"$60,000 "
18920,MR.,JONATHAN,YOUNG,5/19/1973,S,M,"$60,000 "
18921,,RACHEL,BAILEY,3/25/1973,S,NA,"$60,000 "
18922,MS.,MADELINE,GONZALEZ,9/5/1973,S,F,"$70,000 "
18923,MS.,CASSANDRA,KAPOOR,10/23/1973,M,F,"$70,000 "
18924,MS.,RACHEL,WILLIAMS,11/21/1973,S,F,"$70,000 "
18925,MS.,HALEY,GRIFFIN,5/12/1976,M,F,"$60,000 "
18926,MR.,ALEXANDRE,LOBAO,3/28/1976,M,M,"$60,000 "
18927,MS.,ARIANNA,COX,2/6/1976,S,F,"$60,000 "
18928,MRS.,CARMEN,PRASAD,2/26/1955,M,F,"$80,000 "
